strain,sequenced,genome_length_bp,n_small_circular_contigs,n_prophages_depht,n_prophages_html,prophage_names,prophage_lengths,prophage_coords,n_defense_df,n_rm_df,rm_subtypes,df_system_types,df_subtypes,n_defense_padloc,n_rm_padloc,n_rm_dedup,total_defense_systems,assembly_type,species,subspecies,institution,country,eop_phages_tested,eop1_full_count,eop1_fraction,dcc,prophage_clusters,n_prophage_clusters,eop1_phages,eop1_count,eop_partial_phages,eop_partial_count,morphology,morphology_flag,...36,killing_phages,killing_count,killing_flag,phage_susceptible,phage_partial_infection,n_defense_islands,n_defense_island_systems,defense_island_types,defense_island_spots
GD387C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"Queensland Health, Australia",NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,No Morphology,FALSE,NA,NA,NA,NA,NA,FALSE,0,0,NA,NA
GD387D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"Queensland Health, Australia",NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,No Morphology,FALSE,NA,NA,NA,NA,NA,FALSE,0,0,NA,NA
GD388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"Mayo Clinic of Rochester, Minnesota",USA,27,0,0,NA,NA,0,NA,0,NA,0,S,FALSE,FALSE,NA,0,FALSE,FALSE,FALSE,0,0,NA,NA
GD389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"Mayo Clinic of Rochester, Minnesota",USA,27,0,0,NA,NA,0,NA,0,NA,0,S,FALSE,FALSE,NA,0,FALSE,FALSE,FALSE,0,0,NA,NA
GD39,TRUE,5104807,1,2,2,prophiGD39_1-1|prophiGD39_8-1,52591|57531,771504-823947|2961-59151,6,0,NA,AbiAlpha|Aristaios|CBASS|Dnd|Hna|Wadjet,AbiAlpha|Aristaios|CBASS_II_Phospholipase|Dnd_ABCDE|Hna|Wadjet_I,11,0,0,17,NA,M. abscessus,abscessus,Connecticut Children’s Medical Center,USA,26,0,0,DCC1,HC|HA,2,NA,0,NA,0,S,FALSE,FALSE,NA,0,FALSE,FALSE,FALSE,2,2,Aristaios|Dnd,spot_34
GD390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"Mayo Clinic of Rochester, Minnesota",USA,27,0,0,NA,NA,0,NA,0,NA,0,S,FALSE,FALSE,NA,0,FALSE,FALSE,FALSE,0,0,NA,NA
GD391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"Mayo Clinic of Rochester, Minnesota",USA,27,1,0.037,NA,NA,0,phi-T46,1,NA,0,R,FALSE,FALSE,NA,0,FALSE,TRUE,FALSE,0,0,NA,NA
GD392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"National Heart Lung and Blood Institute, NIH, Bethesda, MD",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,FALSE,NA,0,NA,NA,NA,0,0,NA,NA
GD392-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"National Heart Lung and Blood Institute, NIH, Bethesda, MD",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
GD392-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"National Heart Lung and Blood Institute, NIH, Bethesda, MD",NA,27,3,0.1111,NA,NA,0,Muddy|Muddy_HRM-GD04|Muddy_HRM-N0052,3,NA,0,No Morphology,FALSE,NA,NA,NA,NA,NA,FALSE,0,0,NA,NA
GD392A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"National Heart Lung and Blood Institute, NIH, Bethesda, MD",NA,15,4,0.2667,NA,NA,0,Muddy|Muddy_HRM-GD04|Muddy_HRM-N0052|Fred313_cpm1,4,Isca_cpm1,1,R,FALSE,TRUE,Muddy,1,TRUE,TRUE,TRUE,0,0,NA,NA
GD392B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"National Heart Lung and Blood Institute, NIH, Bethesda, MD",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,FALSE,NA,0,FALSE,TRUE,NA,0,0,NA,NA
GD392C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"National Heart Lung and Blood Institute, NIH, Bethesda, MD",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
GD393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,UC San Diego Center for Innovative Phage Applications and Therapeutics,USA,10,0,0,NA,NA,0,NA,0,NA,0,S,TRUE,FALSE,NA,0,FALSE,FALSE,FALSE,0,0,NA,NA
GD394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,Medical University of SC,NA,27,18,0.6667,NA,NA,0,BPsdel33HTH_HRM10|BPsdel33HTH_HRM-GD03|BPsREM1del33|BPsHRM10_pMC09|Itos|D29_HRM_GD40|phAK26|phAK27|phAK1|phAK2|phAK20|phAK31|phAK30|phAK29|phi-T45|phi-T46|Snailtales|phiABC35,18,NA,0,R,FALSE,TRUE,BPs|D29|phAK2|phAK29,4,TRUE,TRUE,FALSE,0,0,NA,NA
GD395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,University of Minnesota,USA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,FALSE,NA,0,FALSE,FALSE,NA,0,0,NA,NA
GD395A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,University of Minnesota,USA,NA,NA,NA,NA,NA,0,NA,0,NA,0,S,FALSE,NA,NA,NA,NA,NA,FALSE,0,0,NA,NA
GD396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,University of Minnesota,USA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,FALSE,NA,0,FALSE,TRUE,NA,0,0,NA,NA
GD396A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,University of Minnesota,USA,NA,NA,NA,NA,NA,0,NA,0,NA,0,No Morphology,TRUE,NA,NA,NA,NA,NA,FALSE,0,0,NA,NA
GD396B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,University of Minnesota,USA,NA,NA,NA,NA,NA,0,Muddy|Muddy_HRM-GD04|Muddy_HRM-N0052,3,NA,0,No Morphology,FALSE,NA,NA,NA,NA,NA,FALSE,0,0,NA,NA
GD396C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,University of Minnesota,USA,NA,NA,NA,NA,NA,0,Muddy_HRM-N0052,1,NA,0,No Morphology,FALSE,NA,NA,NA,NA,NA,FALSE,0,0,NA,NA
GD396D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,University of Minnesota,USA,NA,NA,NA,NA,NA,0,Muddy_HRM-N0052,1,NA,0,No Morphology,FALSE,NA,NA,NA,NA,NA,FALSE,0,0,NA,NA
GD396E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,University of Minnesota,USA,NA,NA,NA,NA,NA,0,Muddy_HRM-N0052,1,NA,0,No Morphology,FALSE,NA,NA,NA,NA,NA,FALSE,0,0,NA,NA
GD396G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,University of Minnesota,USA,NA,NA,NA,NA,NA,0,Muddy_HRM-N0052,1,NA,0,No Morphology,FALSE,NA,NA,NA,NA,NA,FALSE,0,0,NA,NA
GD396H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,University of Minnesota,USA,NA,NA,NA,NA,NA,0,Muddy_HRM-N0052,1,NA,0,No Morphology,FALSE,NA,NA,NA,NA,NA,FALSE,0,0,NA,NA
GD397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"Krembil Research Institute, Toronto,  Canada",NA,10,0,0,NA,NA,0,NA,0,NA,0,S,TRUE,FALSE,NA,0,FALSE,FALSE,FALSE,0,0,NA,NA
GD398A,TRUE,4894215,0,0,0,NA,NA,NA,7,1,RM_III,AbiAlpha|CBASS|Dag|RM_Type_III|RloC|RosmerTA|Wadjet,AbiAlpha|CBASS_II_Phospholipase|Dag|N6_N4_RM_Type_III|RloC|RosmerTA|Wadjet_I,13,1,1,20,NA,M. abscessus,abscessus,The Children’s Hospital at Westmead,Australia,27,10,0.3704,DCC4,NA,0,BPsdel33HTH_HRM10|BPsdel33HTH_HRM-GD03|BPsREM1del33|BPsHRM10_pMC09|ZoeJdel43-45|Fionnbharthdel45del47|CrimD del del|Adephagiadel43del45|Itos|phAK20,10,phi-T45|Snailtales|phiABC35,3,R,FALSE,TRUE,BPs|CrimD|ZoeJ|phAK20,4,TRUE,TRUE,TRUE,4,4,CBASS|Dag|RosmerTA|Wadjet,spot_3|spot_66|spot_88
GD398B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,The Children’s Hospital at Westmead,Australia,27,10,0.3704,NA,NA,0,BPsdel33HTH_HRM10|BPsdel33HTH_HRM-GD03|BPsREM1del33|BPsHRM10_pMC09|ZoeJdel43-45|Fionnbharthdel45del47|CrimD del del|Adephagiadel43del45|Itos|phAK20,10,phi-T45|Snailtales|phiABC35,3,S,FALSE,FALSE,NA,0,FALSE,TRUE,TRUE,0,0,NA,NA
GD398C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,The Children’s Hospital at Westmead,Australia,27,3,0.1111,NA,NA,0,ZoeJdel43-45|Fionnbharthdel45del47|CrimD del del,3,Adephagiadel43del45,1,S,FALSE,NA,NA,NA,NA,NA,TRUE,0,0,NA,NA
GD398D,TRUE,4892898,0,0,0,NA,NA,NA,7,1,RM_III,AbiAlpha|CBASS|Dag|RM_Type_III|RloC|RosmerTA|Wadjet,AbiAlpha|CBASS_II_Phospholipase|Dag|N6_N4_RM_Type_III|RloC|RosmerTA|Wadjet_I,13,1,1,20,NA,M. abscessus,abscessus,The Children’s Hospital at Westmead,Australia,27,10,0.3704,DCC4,NA,0,BPsdel33HTH_HRM10|BPsdel33HTH_HRM-GD03|BPsREM1del33|BPsHRM10_pMC09|ZoeJdel43-45|Fionnbharthdel45del47|CrimD del del|Adephagiadel43del45|Itos|phAK20,10,phAK30|Snailtales|phiABC35,3,R,FALSE,NA,NA,NA,NA,NA,TRUE,3,3,CBASS|Dag|Wadjet,spot_3|spot_88
GD398E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,The Children’s Hospital at Westmead,Australia,27,9,0.3333,NA,NA,0,BPsdel33HTH_HRM-GD03|BPsHRM10_pMC09|ZoeJdel43-45|Fionnbharthdel45del47|CrimD del del|Adephagiadel43del45|Itos|phAK20|phAK30,9,BPsdel33HTH_HRM10|BPsREM1del33|Snailtales|phiABC35,4,R,FALSE,NA,NA,NA,NA,NA,TRUE,0,0,NA,NA
GD399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"Ochsner Health, Louisiana",USA,27,0,0,NA,NA,0,NA,0,NA,0,S,FALSE,FALSE,NA,0,FALSE,FALSE,FALSE,0,0,NA,NA
GD40,TRUE,5050309,0,1,1,prophiGD40-1,61802,1738036-1799385,6,0,NA,AbiAlpha|Aristaios|CBASS|Dnd|Hna|Wadjet,AbiAlpha|Aristaios|CBASS_II_Phospholipase|Dnd_ABCDE|Hna|Wadjet_I,11,0,0,17,NA,M. abscessus,abscessus,John Hunter Hospital,Australia,29,11,0.3793,DCC1,HA,1,BPsdel33HTH_HRM10|BPsdel33HTH_HRM-GD03|Itos|D29_HRM_GD40|phiGD57-1|phiGD20-1|phiGD22-1|phiGD21-1|phiGD23-1|D29|BPsGD03 deldel,11,NA,0,R,FALSE,TRUE,BPs|D29,2,TRUE,TRUE,FALSE,3,3,AbiAlpha|Aristaios|CBASS,spot_3|spot_32|spot_49
GD400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"Hadassah Medical Center, Israel",NA,27,0,0,NA,NA,0,NA,0,NA,0,S,FALSE,FALSE,NA,0,FALSE,FALSE,FALSE,0,0,NA,NA
GD401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"Hadassah Medical Center, Israel",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,TRUE,Muddy,1,TRUE,TRUE,NA,0,0,NA,NA
GD401A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"Hadassah Medical Center, Israel",NA,NA,NA,NA,NA,NA,0,Muddy|Muddy_HRM-GD04|Muddy_HRM-N0052,3,NA,0,R,FALSE,NA,NA,NA,NA,NA,FALSE,0,0,NA,NA
GD401B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"Hadassah Medical Center, Israel",NA,NA,NA,NA,NA,NA,0,Muddy|Muddy_HRM-GD04|Muddy_HRM-N0052,3,NA,0,R,FALSE,NA,NA,NA,NA,NA,FALSE,0,0,NA,NA
GD402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,University of Pittsburgh,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,FALSE,NA,0,FALSE,FALSE,NA,0,0,NA,NA
GD402A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,University of Pittsburgh,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,S,TRUE,NA,NA,NA,NA,NA,FALSE,0,0,NA,NA
GD402B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,University of Pittsburgh,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,S,TRUE,NA,NA,NA,NA,NA,FALSE,0,0,NA,NA
GD403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,UPMC Pittsburgh,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,FALSE,NA,0,FALSE,FALSE,NA,0,0,NA,NA
GD403A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,UPMC Pittsburgh,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,S,FALSE,NA,NA,NA,NA,NA,FALSE,0,0,NA,NA
GD403B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,UPMC Pittsburgh,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,R,FALSE,NA,NA,NA,NA,NA,FALSE,0,0,NA,NA
GD404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,Mass Gen Hospital,USA,27,3,0.1111,NA,NA,0,Muddy|Muddy_HRM-GD04|Muddy_HRM-N0052,3,NA,0,S,FALSE,FALSE,NA,0,FALSE,TRUE,FALSE,0,0,NA,NA
GD405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,Columbia univ Medical Center,USA,10,0,0,NA,NA,0,NA,0,8UZL,1,R,FALSE,FALSE,NA,0,FALSE,TRUE,TRUE,0,0,NA,NA
GD406,TRUE,4999988,1,0,0,NA,NA,NA,8,3,RM_I|RM_IIG,AbiAlpha|CBASS|Other_Type_IV|RM_Type_I|RM_Type_IIG|Wadjet,AbiAlpha|CBASS_II_Phospholipase|CBASS_I_TM|N6_RM_Type_I|N6_RM_Type_IIG|Other_Type_IV|Wadjet_I,13,1,3,21,NA,M. abscessus,massiliense,The University of North Carolina at Chapel Hill,NA,27,0,0,DCC7,NA,0,NA,0,Muddy_HRM-N0052,1,S,FALSE,FALSE,NA,0,FALSE,TRUE,TRUE,5,6,AbiAlpha|CBASS|Other_Type_IV|RM_Type_I|Wadjet,spot_14
GD407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,UPMC Pittsburgh,NA,27,1,0.037,NA,NA,0,Muddy_HRM-N0052,1,NA,0,S,FALSE,FALSE,NA,0,FALSE,TRUE,FALSE,0,0,NA,NA
GD408,TRUE,5275004,0,3,3,prophiGD408_15-1|prophiGD408_22-1|prophiGD408_4-1,41944|56336|56446,13341-54519|24628-80495|40236-95535,6,1,RM_IIG,AbiAlpha|Avs|CBASS|RM_Type_IIG|RosmerTA|Wadjet,AbiAlpha|Avs5|CBASS_II_Phospholipase|N6_RM_Type_IIG|RosmerTA|Wadjet_I,10,1,1,16,NA,M. abscessus,abscessus,Duke University,NA,27,0,0,DCC5,HN|HC|HH,3,NA,0,Muddy|Muddy_HRM-GD04|Muddy_HRM-N0052,3,S,FALSE,FALSE,NA,0,FALSE,FALSE,TRUE,1,1,Avs,NA
GD409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,Stanford University,USA,27,1,0.037,NA,NA,0,Muddy_HRM-GD04,1,NA,0,S,FALSE,FALSE,NA,0,FALSE,TRUE,FALSE,0,0,NA,NA
GD41,TRUE,5074858,0,1,1,prophiGD41-1,70587,1738173-1808307,7,0,NA,AbiAlpha|Aristaios|CBASS|Dnd|Hna|SEFIR|Wadjet,AbiAlpha|Aristaios|CBASS_II_Phospholipase|Dnd_ABCDE|Hna|SEFIR|Wadjet_I,12,0,0,19,NA,M. abscessus,abscessus,UPMC Pittsburgh,NA,29,7,0.2414,DCC1,HA,1,BPsdel33HTH_HRM10|BPsdel33HTH_HRM-GD03|Itos|phiGD57-1|phiGD20-1|phiGD21-1|BPsGD03 deldel,7,Muddy_HRM-GD04|D29_HRM_GD40|phiGD22-1|phiGD23-1,4,R,FALSE,TRUE,BPs|Itos|D29,3,TRUE,TRUE,TRUE,3,3,AbiAlpha|Aristaios|CBASS,spot_3|spot_32|spot_49
GD410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,University of Minnesota,USA,27,0,0,NA,NA,0,NA,0,NA,0,R,FALSE,FALSE,NA,0,FALSE,FALSE,FALSE,0,0,NA,NA
GD411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,University of Massachusetts,NA,27,0,0,NA,NA,0,NA,0,NA,0,S,FALSE,FALSE,NA,0,FALSE,FALSE,FALSE,0,0,NA,NA
GD412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,Oregon Health and Science University,USA,27,1,0.037,NA,NA,0,Itos,1,NA,0,R,FALSE,FALSE,NA,0,FALSE,TRUE,FALSE,0,0,NA,NA
GD413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"Johns Hopkins, MD",USA,27,0,0,NA,NA,0,NA,0,Muddy|Muddy_HRM-GD04|Muddy_HRM-N0052,3,S,FALSE,FALSE,NA,0,FALSE,TRUE,TRUE,0,0,NA,NA
GD414,TRUE,5120576,0,0,0,NA,NA,NA,8,1,RM_IIG,AbiAlpha|CBASS|Dag|RM_Type_IIG|RosmerTA|VP1853|Wadjet,AbiAlpha|CBASS_II_Phospholipase|Dag|N6_RM_Type_IIG|RosmerTA|VP1853|Wadjet_I,12,1,1,20,NA,M. abscessus,abscessus,Lehigh Valley Childrens,USA,27,0,0,DCC4,NA,0,NA,0,NA,0,S,FALSE,FALSE,NA,0,FALSE,TRUE,FALSE,4,6,CBASS|Dag|RM_Type_IIG|VP1853|Wadjet,spot_0|spot_3
GD414-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,Lehigh Valley Childrens,USA,27,1,0.037,NA,NA,0,phiABC35,1,NA,0,S,TRUE,NA,NA,NA,NA,NA,FALSE,0,0,NA,NA
GD414-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,Lehigh Valley Childrens,USA,27,4,0.1481,NA,NA,0,Muddy|Muddy_HRM-GD04|Muddy_HRM-N0052|phiABC35,4,NA,0,S,TRUE,NA,NA,NA,NA,NA,FALSE,0,0,NA,NA
GD414-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,Lehigh Valley Childrens,USA,27,4,0.1481,NA,NA,0,Muddy|Muddy_HRM-GD04|Muddy_HRM-N0052|phiABC35,4,NA,0,S,TRUE,NA,NA,NA,NA,NA,FALSE,0,0,NA,NA
GD414-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,Lehigh Valley Childrens,USA,27,4,0.1481,NA,NA,0,Muddy|Muddy_HRM-GD04|Muddy_HRM-N0052|phiABC35,4,NA,0,S,TRUE,NA,NA,NA,NA,NA,FALSE,0,0,NA,NA
GD414-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,Lehigh Valley Childrens,USA,27,4,0.1481,NA,NA,0,Muddy|Muddy_HRM-GD04|Muddy_HRM-N0052|phiABC35,4,NA,0,S,TRUE,NA,NA,NA,NA,NA,FALSE,0,0,NA,NA
GD414-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,Lehigh Valley Childrens,USA,27,4,0.1481,NA,NA,0,Muddy|Muddy_HRM-GD04|Muddy_HRM-N0052|phiABC35,4,NA,0,S,TRUE,NA,NA,NA,NA,NA,FALSE,0,0,NA,NA
GD415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,Northern Ireland Public Health Laboratory,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,FALSE,NA,0,FALSE,FALSE,NA,0,0,NA,NA
GD415A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,Northern Ireland Public Health Laboratory,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,R,FALSE,NA,NA,NA,NA,NA,FALSE,0,0,NA,NA
GD415B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,Northern Ireland Public Health Laboratory,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,R,FALSE,NA,NA,NA,NA,NA,FALSE,0,0,NA,NA
GD416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,Northern Ireland Public Health Laboratory,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,TRUE,Muddy,1,TRUE,TRUE,NA,0,0,NA,NA
GD416A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,Northern Ireland Public Health Laboratory,NA,NA,NA,NA,NA,NA,0,BPsHRM10_pMC09|Muddy|Muddy_HRM-GD04|Muddy_HRM-N0052,4,NA,0,R,FALSE,NA,NA,NA,NA,NA,FALSE,0,0,NA,NA
GD416B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,Northern Ireland Public Health Laboratory,NA,NA,NA,NA,NA,NA,0,BPsHRM10_pMC09|Muddy|Muddy_HRM-GD04|Muddy_HRM-N0052,4,NA,0,R,FALSE,NA,NA,NA,NA,NA,FALSE,0,0,NA,NA
GD417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,Northern Ireland Public Health Laboratory,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,TRUE,Muddy,1,TRUE,TRUE,NA,0,0,NA,NA
GD417A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,Northern Ireland Public Health Laboratory,NA,NA,NA,NA,NA,NA,0,BPsHRM10_pMC09|Muddy|Muddy_HRM-GD04|Muddy_HRM-N0052,4,ZoeJdel43-45|CrimD del del|Snailtales,3,R,FALSE,NA,NA,NA,NA,NA,TRUE,0,0,NA,NA
GD417B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,Northern Ireland Public Health Laboratory,NA,NA,NA,NA,NA,NA,0,BPsHRM10_pMC09|Muddy|Muddy_HRM-GD04|Muddy_HRM-N0052,4,ZoeJdel43-45|CrimD del del|Snailtales,3,R,FALSE,NA,NA,NA,NA,NA,TRUE,0,0,NA,NA
GD418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"Montpellier, France",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,TRUE,BPs|Muddy|CrimD,3,TRUE,TRUE,NA,0,0,NA,NA
GD418A,TRUE,4994887,0,2,2,prophiGD418A_1-1|prophiGD418A_7-1,54078|47754,909662-963272|15539-62549,5,1,RM_IIG,AbiAlpha|Avs|Gabija|RM_Type_IIG|Wadjet,AbiAlpha|Avs4|Gabija|N6_RM_Type_IIG|Wadjet_I,9,1,1,14,NA,M. abscessus,abscessus,"Montpellier, France",NA,27,10,0.3704,DCC4,HC|HO,2,BPsdel33HTH_HRM10|BPsdel33HTH_HRM-GD03|BPsREM1del33|BPsHRM10_pMC09|Muddy|Muddy_HRM-GD04|Muddy_HRM-N0052|ZoeJdel43-45|CrimD del del|Adephagiadel43del45,10,NA,0,R,FALSE,NA,NA,NA,NA,NA,FALSE,4,4,AbiAlpha|Avs|Gabija|Wadjet,spot_132|spot_15|spot_49
